target,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,year,day_of_year,day_of_month
400000.0,3,1.0,1250,7157,1.0,0,0,3,7,1250,0,1944,2010,47.7323,-122.304,1300,6796,2015,92,2
133000.0,3,1.0,980,9115,1.0,0,0,3,7,980,0,1968,0,47.3737,-122.312,1470,8716,2015,89,30
330000.0,4,1.5,1250,8400,1.0,0,0,3,7,960,290,1951,0,47.7505,-122.315,1560,8400,2015,16,16
330000.0,4,1.0,1100,5000,1.5,0,0,5,6,1100,0,1904,0,47.4868,-122.204,1560,4838,2015,49,18
375000.0,3,1.75,1330,9417,1.0,0,0,5,6,710,620,1936,0,47.7231,-122.301,1690,7937,2014,248,5
485000.0,4,2.75,2560,8956,1.0,0,0,4,7,1500,1060,1968,0,47.7278,-122.177,2280,9234,2014,345,11
470000.0,4,2.5,1850,11250,1.5,0,0,3,7,1210,640,1981,0,47.6264,-122.062,1650,7623,2014,203,22
1045000.0,4,3.0,2790,3600,2.0,0,0,3,8,1880,910,1905,2013,47.6362,-122.363,1360,3600,2014,355,21
548800.0,4,1.0,1660,4704,1.5,0,0,3,7,1260,400,1930,0,47.6918,-122.32,1360,5413,2014,188,7
315000.0,2,1.0,1080,2674,1.0,0,0,4,6,720,360,1919,0,47.5595,-122.317,1250,5000,2014,189,8
590000.0,3,2.0,3030,9374,1.0,0,1,4,7,2100,930,1959,0,47.5289,-122.391,1990,6012,2014,262,19
439950.0,4,2.5,2380,12067,2.0,0,0,3,7,2380,0,2002,0,47.4873,-122.144,2330,8621,2014,143,23
325000.0,3,1.75,2250,26337,1.0,0,0,3,8,2250,0,1980,0,47.3032,-122.123,1830,26337,2014,154,3
400000.0,2,1.0,880,5111,1.0,0,0,3,6,880,0,1931,0,47.6997,-122.314,1370,5111,2014,342,8
685000.0,4,2.5,2770,10051,2.0,0,0,3,10,2770,0,1987,0,47.6288,-122.043,2730,10675,2014,345,11
339950.0,3,2.0,1340,10200,1.5,0,0,3,7,1340,0,1953,0,47.7756,-122.351,1420,10200,2014,261,18
315000.0,3,1.75,1660,8160,1.0,0,0,4,7,1660,0,1951,0,47.4608,-122.358,1490,8100,2014,296,23
411753.0,3,2.5,1710,3795,2.0,0,0,3,7,1710,0,2009,0,47.6968,-122.024,1600,3821,2015,42,11
577000.0,2,1.75,1620,4879,1.0,0,0,3,7,1040,580,1924,2011,47.5703,-122.385,1500,5000,2014,240,28
500000.0,3,1.75,1530,8829,1.0,0,0,5,8,1530,0,1972,0,47.545,-122.171,2060,9226,2014,290,17
210000.0,3,2.0,1440,10111,1.0,0,0,3,7,1440,0,1963,0,47.345,-122.283,1580,10200,2014,336,2
640000.0,4,1.75,2020,16120,1.0,0,0,3,7,2020,0,1969,0,47.3413,-122.048,1940,16350,2014,239,27
460000.0,4,1.75,1870,8663,1.0,0,0,5,7,1870,0,1949,0,47.7366,-122.35,1560,7800,2015,107,17
265000.0,2,1.0,620,4760,1.0,0,0,3,6,620,0,1941,0,47.5286,-122.376,620,4760,2015,49,18
740000.0,5,5.0,5774,31675,1.0,0,2,3,11,4490,1284,1984,0,47.3466,-122.323,3260,13200,2014,134,14
230000.0,3,1.0,1240,6195,1.0,0,0,3,6,1240,0,1948,0,47.7681,-122.266,1760,11080,2014,199,18
315000.0,3,1.75,1890,10661,1.0,0,0,5,7,1460,430,1978,0,47.3583,-122.056,1680,9604,2015,48,17
432000.0,3,1.75,2410,51763,1.0,0,0,4,8,1410,1000,1981,0,47.7429,-122.056,2410,49207,2014,357,23
467000.0,3,2.5,1530,3984,2.0,0,0,3,8,1530,0,1995,0,47.569,-122.007,1720,4005,2015,34,3
255000.0,5,3.75,2800,9900,1.0,0,0,3,7,2800,0,1964,0,47.319,-122.344,1700,13200,2014,268,25
316500.0,3,1.75,1460,6360,1.0,0,2,3,7,1010,450,1979,0,47.5311,-122.353,1400,4240,2015,98,8
190000.0,4,2.0,1580,6250,1.0,0,0,3,7,860,720,1977,0,47.7659,-122.31,1580,6250,2015,93,3
490000.0,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,47.6726,-122.381,1450,4275,2014,136,16
378000.0,4,1.75,1990,23200,1.0,0,0,4,7,1990,0,1976,0,47.486,-122.129,1950,17040,2015,107,17
598800.0,6,4.0,4470,17877,3.0,0,3,3,9,3230,1240,2013,0,47.4514,-122.273,1790,18260,2015,42,11
333800.0,5,3.0,1980,3868,1.0,0,0,3,7,1220,760,1990,0,47.5173,-122.275,1970,3868,2014,245,2
690000.0,4,2.5,2920,9904,2.0,0,0,4,9,2920,0,1990,0,47.5759,-121.995,1810,5617,2014,149,29
320000.0,4,1.75,1660,6200,1.0,0,0,4,6,830,830,1948,0,47.56,-122.316,1780,5968,2014,294,21
1249000.0,4,3.5,3190,6000,1.5,0,3,4,9,2410,780,1912,0,47.5846,-122.29,2840,4000,2015,104,14
335000.0,3,1.5,1560,9600,1.0,0,0,4,7,1560,0,1961,0,47.6918,-122.163,1520,10000,2014,202,21
840000.0,3,2.5,3050,33920,1.0,0,0,3,8,3050,0,2004,0,47.7034,-122.072,1970,60984,2014,223,11
608250.0,4,2.75,3030,21780,2.0,0,0,3,8,3030,0,1986,0,47.4481,-122.338,3020,28027,2014,195,14
550000.0,3,2.5,2260,4165,2.0,0,0,3,7,2260,0,2005,0,47.5922,-122.008,2770,4566,2014,160,9
240000.0,3,1.0,1260,7920,1.0,0,0,3,7,1260,0,1966,0,47.3452,-122.308,1300,7920,2015,112,22
998000.0,3,2.25,3370,11757,2.0,0,2,4,9,3370,0,1980,0,47.5573,-122.16,2690,10500,2015,104,14
275000.0,3,1.75,1490,8000,1.0,0,0,3,8,1490,0,1978,0,47.3817,-122.166,1740,8165,2014,241,29
284200.0,3,2.5,1570,9292,1.0,0,0,3,7,1110,460,1977,0,47.3386,-122.272,1470,9222,2015,114,24
1715000.0,4,3.75,4490,7623,2.0,0,0,4,10,3090,1400,1941,0,47.6315,-122.29,3760,7653,2014,205,24
2400000.0,4,3.75,4090,24825,2.0,0,0,4,11,3400,690,1926,0,47.6338,-122.319,3910,11500,2014,323,19
930800.0,5,2.5,4150,96574,2.0,0,0,3,10,4150,0,1988,0,47.6664,-122.045,3320,40803,2014,248,5
930000.0,4,3.0,2900,10400,1.0,0,3,5,8,1530,1370,1959,0,47.5854,-122.114,2820,10400,2014,210,29
215000.0,4,1.5,1430,8775,1.0,0,0,3,7,1030,400,1979,0,47.3034,-122.383,1390,7800,2014,240,28
480000.0,2,1.5,1008,26487,1.0,1,4,4,6,1008,0,1943,2002,47.3853,-122.479,1132,24079,2015,110,20
483945.0,2,1.75,1480,5120,1.0,0,0,4,6,840,640,1951,0,47.558,-122.392,1090,5120,2014,140,20
347000.0,3,1.75,1240,8050,1.0,0,0,4,7,1240,0,1978,0,47.6108,-122.044,1370,9856,2014,160,9
232500.0,3,2.0,1370,9760,1.0,0,0,4,7,1110,260,1979,0,47.3009,-122.384,1640,9040,2015,89,30
390000.0,4,2.25,1770,33132,1.0,0,0,4,8,1190,580,1965,0,47.4413,-122.151,2490,20000,2014,140,20
550000.0,3,2.25,2160,15360,1.0,0,0,3,8,1410,750,1965,2000,47.6232,-122.138,2180,8480,2014,261,18
590000.0,4,2.5,2340,8971,2.0,0,0,3,9,2340,0,1987,0,47.5679,-122.011,2510,9219,2014,224,12
420850.0,1,1.0,960,40946,1.0,0,0,5,5,960,0,1945,0,47.6951,-121.864,1320,20350,2014,141,21
345000.0,4,2.5,2280,8190,1.0,0,3,3,7,1390,890,1983,0,47.4414,-122.272,1990,9000,2015,36,5
429800.0,3,2.0,1970,7000,1.0,0,0,3,8,1970,0,1986,0,47.3744,-122.043,1970,7365,2015,58,27
302000.0,4,1.75,1530,17664,1.5,0,0,3,7,1530,0,1968,0,47.4549,-122.155,1530,11625,2014,177,26
800000.0,4,1.5,1790,3952,1.5,0,0,4,8,1790,0,1932,0,47.689,-122.352,1200,3876,2014,308,4
250000.0,3,2.5,1700,6000,2.0,0,0,3,8,1700,0,1997,0,47.2615,-122.221,1940,6626,2014,349,15
605000.0,3,2.0,2660,4500,1.0,0,0,4,7,1330,1330,1922,0,47.6391,-122.403,1790,5000,2014,210,29
412000.0,3,1.75,1950,52256,1.0,0,0,4,8,1950,0,1985,0,47.3133,-122.078,2450,51836,2014,149,29
252000.0,3,2.0,1340,5670,2.0,0,0,3,6,1340,0,1994,0,47.4498,-122.194,1290,4892,2014,316,12
375000.0,3,1.0,1130,12500,1.5,0,0,3,7,1130,0,1954,0,47.5491,-122.268,2280,8750,2014,262,19
725000.0,2,1.75,1950,2719,1.0,0,0,5,7,1010,940,1919,0,47.6513,-122.346,1360,1256,2014,191,10
471750.0,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,2001,0,47.4891,-122.19,1740,8676,2014,286,13
490000.0,4,2.25,2020,85813,2.0,0,0,3,7,2020,0,1995,0,47.483,-122.026,2120,85813,2014,342,8
439000.0,2,1.0,800,5100,1.0,0,0,3,7,800,0,1945,0,47.6775,-122.388,1330,5100,2014,274,1
355000.0,4,2.0,1770,8890,1.0,0,0,5,6,1770,0,1949,0,47.4589,-122.353,1010,7620,2014,234,22
250000.0,1,0.75,940,87120,1.0,0,0,3,6,940,0,1944,0,47.7182,-121.956,1930,165528,2015,125,5
780000.0,4,2.25,2260,16188,1.0,0,0,3,10,2260,0,1984,0,47.5637,-122.112,2840,10158,2015,85,26
409000.0,2,1.0,890,3271,1.0,0,0,4,6,890,0,1918,0,47.5631,-122.381,1190,5175,2014,309,5
420000.0,2,1.0,860,3880,1.0,0,0,4,6,860,0,1916,0,47.6862,-122.391,1230,4260,2014,161,10
200000.0,1,0.75,680,9600,1.0,0,0,3,5,680,0,1947,0,47.6964,-122.306,1580,6624,2014,317,13
830000.0,2,1.5,2130,35679,1.0,0,0,4,7,2130,0,1963,0,47.6638,-122.171,2670,35679,2015,5,5
695000.0,3,2.5,2390,4555,2.0,0,0,3,9,2390,0,2006,0,47.6199,-122.025,2540,4500,2014,149,29
815000.0,4,2.75,3488,9614,2.0,0,0,3,10,3488,0,1998,0,47.6055,-122.013,3600,10891,2014,141,21
210000.0,3,1.75,1260,6223,1.0,0,0,3,7,820,440,1983,0,47.3574,-122.158,1260,6553,2014,317,13
635000.0,3,1.75,2940,6000,1.0,0,2,4,8,1590,1350,1957,0,47.7235,-122.369,2880,8100,2014,258,15
562500.0,4,2.5,2440,7322,2.0,0,0,3,9,2440,0,1991,0,47.5357,-122.179,2590,9927,2014,202,21
402500.0,4,2.5,2600,11951,2.0,0,0,3,10,2600,0,1988,0,47.3053,-122.34,2820,12093,2014,129,9
555000.0,3,2.0,2080,7020,1.0,0,0,4,7,1040,1040,1951,0,47.6768,-122.285,1920,7000,2014,353,19
310000.0,3,1.0,1990,7173,1.0,0,0,3,7,1990,0,1972,0,47.7116,-122.213,1320,7245,2014,252,9
500000.0,4,2.5,2840,18001,2.0,0,0,3,9,2840,0,1994,0,47.7359,-121.962,2500,18001,2014,248,5
430000.0,6,3.0,2630,8800,1.0,0,0,3,7,1610,1020,1959,0,47.7166,-122.293,1220,1173,2014,204,23
1600000.0,3,4.25,2820,7200,2.0,0,0,4,10,2460,360,1930,0,47.6298,-122.29,3300,7522,2014,179,28
627500.0,4,1.0,1560,4080,1.5,0,0,3,7,1560,0,1923,0,47.6711,-122.331,1890,4080,2014,274,1
335000.0,4,2.5,2330,7050,2.0,0,0,3,8,2330,0,1998,0,47.5001,-122.231,1810,5424,2014,328,24
962000.0,4,2.25,3320,20100,1.0,0,0,4,8,1810,1510,1981,0,47.5566,-122.153,2450,9821,2015,76,17
299000.0,3,1.75,1730,14270,1.0,0,0,3,7,1730,0,1959,0,47.5318,-121.833,1600,11232,2014,206,25
399950.0,4,2.5,3110,5868,2.0,0,0,3,8,3110,0,2001,0,47.3781,-122.126,2950,5924,2015,104,14
322000.0,3,1.0,1230,9660,1.0,0,0,3,7,1230,0,1968,0,47.6829,-122.06,1380,10125,2015,84,25
430000.0,2,1.5,950,4625,1.0,0,0,4,7,950,0,1949,0,47.6912,-122.34,1440,4625,2014,174,23
307000.0,3,1.75,1890,13860,1.0,0,0,5,7,1890,0,1966,0,47.4156,-122.149,1500,14536,2014,128,8
194000.0,3,1.5,1010,5000,1.0,0,0,3,6,1010,0,1943,0,47.4925,-122.278,980,5000,2014,309,5
180000.0,3,1.0,1010,8581,1.0,0,0,4,6,1010,0,1920,0,47.3043,-122.216,1060,10354,2014,318,14
465000.0,4,2.25,2340,13383,1.0,0,0,3,8,1170,1170,1983,0,47.6211,-122.037,1810,12532,2014,199,18
722500.0,4,2.5,2460,9296,2.0,0,0,3,9,2460,0,1978,0,47.6125,-122.152,2730,9900,2015,82,23
470450.0,2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1921,0,47.6711,-122.329,1800,3600,2014,267,24
280000.0,3,2.5,1650,6000,2.0,0,0,3,7,1650,0,1990,0,47.36,-122.194,1750,6000,2015,27,27
176250.0,4,2.0,1440,6702,1.0,0,0,4,7,1440,0,1966,0,47.3056,-122.217,1030,6702,2015,100,10
560000.0,5,1.0,1710,9100,1.5,0,0,4,7,1320,390,1926,0,47.5379,-122.378,1880,9100,2014,168,17
830000.0,3,2.5,2760,11287,2.0,0,3,3,10,2000,760,1991,0,47.739,-122.264,2760,13719,2014,295,22
276900.0,2,1.0,1350,10096,1.0,0,2,4,7,1350,0,1952,0,47.4967,-121.778,1280,10095,2014,162,11
625000.0,3,1.75,1660,4800,2.0,0,0,3,7,1660,0,1906,2014,47.6296,-122.308,1660,4800,2014,274,1
1015000.0,4,2.5,2960,4760,2.0,0,0,3,8,2160,800,1900,0,47.6367,-122.318,1600,4760,2015,63,4
463500.0,1,1.0,1090,8750,1.0,0,0,4,6,1090,0,1924,0,47.54,-122.269,1830,5000,2014,273,30
485000.0,3,2.5,3110,9015,2.0,0,0,3,9,3110,0,1990,0,47.4369,-122.147,2650,8960,2014,248,5
272000.0,3,2.0,1380,7476,1.0,0,0,3,7,1380,0,1989,0,47.3336,-122.272,1600,7227,2014,168,17
305000.0,2,1.0,1290,3140,2.0,0,0,3,7,1290,0,2008,0,47.6971,-122.026,1290,2628,2014,351,17
760000.0,3,2.5,1980,13964,1.0,0,0,5,7,1980,0,1959,0,47.571,-122.227,2040,13964,2014,177,26
387500.0,2,1.0,870,6126,1.0,0,0,4,7,870,0,1938,0,47.7024,-122.322,1620,6126,2015,44,13
352000.0,4,2.5,2470,5015,2.0,0,0,3,8,2470,0,2004,0,47.3457,-122.041,2470,5100,2014,251,8
507000.0,3,1.75,2140,40098,1.0,0,0,5,8,1490,650,1950,0,47.4296,-122.111,2220,35371,2014,190,9
156000.0,3,1.0,770,9750,1.0,0,0,3,6,770,0,1941,0,47.4509,-122.275,1560,10707,2014,199,18
580000.0,3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,47.6357,-122.324,1550,1092,2014,322,18
630000.0,4,2.5,2510,35020,1.0,0,0,4,8,1610,900,1977,0,47.5834,-122.003,2080,34398,2014,195,14
275000.0,5,1.5,1950,9000,1.0,0,0,3,7,1130,820,1964,0,47.4882,-122.339,1680,9526,2014,352,18
835000.0,5,4.0,3600,14720,1.0,0,2,5,8,1800,1800,1960,0,47.7022,-122.227,3600,15358,2014,205,24
340000.0,4,2.5,2380,7850,2.0,0,0,3,8,2380,0,1995,0,47.4356,-122.201,1940,7334,2014,339,5
329350.0,2,1.0,720,6687,1.0,0,0,3,6,720,0,1942,0,47.7001,-122.362,840,6687,2014,126,6
1480000.0,3,3.5,4070,26000,2.0,0,0,3,11,4070,0,1991,0,47.659,-122.174,3770,26000,2014,209,28
475000.0,3,1.0,1250,150117,1.0,0,0,3,7,1250,0,1975,0,47.5956,-122.009,3060,50055,2015,84,25
719950.0,3,2.25,2190,2416,3.0,0,0,3,8,2190,0,2014,0,47.6758,-122.38,1510,3615,2014,322,18
235000.0,1,1.0,810,2451,1.0,0,0,5,7,810,0,1941,0,47.5188,-122.376,980,1198,2014,132,12
875000.0,3,1.5,2440,5750,1.0,0,0,3,8,1320,1120,1939,0,47.6991,-122.296,2160,6820,2015,90,31
380000.0,4,1.75,1740,9150,1.0,0,0,3,7,1740,0,1974,0,47.4498,-122.28,1540,9147,2015,111,21
325000.0,3,2.25,1480,97138,1.5,0,0,3,7,1480,0,1984,0,47.3317,-121.927,1730,176418,2015,68,9
475000.0,4,2.5,2120,57050,2.0,0,0,3,9,2120,0,1989,0,47.7611,-122.128,3320,39082,2014,231,19
152900.0,1,1.0,900,4368,1.0,0,0,5,6,900,0,1915,1950,47.2107,-121.99,1290,5000,2015,83,24
210000.0,2,2.0,1190,7570,1.0,0,0,3,6,1190,0,1939,0,47.5113,-122.338,1190,7635,2014,217,5
350000.0,4,1.0,1010,6000,1.0,0,0,3,6,750,260,1925,0,47.5518,-122.383,1450,6000,2014,269,26
505000.0,3,2.5,2100,17882,2.0,0,0,4,8,2100,0,1985,0,47.4754,-122.119,2080,16686,2015,82,23
464900.0,4,2.25,2020,8424,1.0,0,0,4,7,1380,640,1979,0,47.7262,-122.233,2030,7236,2014,178,27
650000.0,3,2.0,2520,5980,1.0,0,0,3,8,1790,730,1957,0,47.5767,-122.383,1590,5750,2014,265,22
369950.0,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,47.7053,-122.342,1370,1090,2015,124,4
250000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,47.5434,-122.293,1540,2890,2014,209,28
320000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,47.5434,-122.293,1540,2890,2015,119,29
2532000.0,4,4.25,5040,16048,1.0,0,3,3,10,3420,1620,1950,0,47.6702,-122.26,3960,14000,2015,84,25
340000.0,4,2.25,2530,24700,2.0,0,0,3,7,2530,0,1974,0,47.3939,-122.177,2650,24700,2014,246,3
440000.0,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,47.6757,-122.385,1760,4200,2014,139,19
219950.0,3,1.0,1200,7727,1.0,0,0,4,7,1200,0,1959,0,47.2021,-121.999,1300,7718,2015,92,2
940000.0,4,3.0,2720,11740,1.0,0,0,5,9,2720,0,1957,0,47.5833,-122.242,2640,11740,2014,258,15
399950.0,4,1.5,1850,6125,1.5,0,0,3,6,1110,740,1945,0,47.5352,-122.37,990,6125,2014,203,22
1568000.0,3,2.75,2340,8828,1.0,0,0,4,9,2340,0,1954,0,47.632,-122.289,3480,8526,2015,2,2
528000.0,4,1.75,1860,9750,1.0,0,0,3,7,1460,400,1969,0,47.7097,-122.202,1900,8913,2015,91,1
545000.0,4,1.75,1940,8990,1.0,0,0,4,8,1560,380,1956,0,47.7021,-122.241,2310,11745,2014,240,28
575000.0,2,2.0,1680,6194,1.0,0,0,3,8,1680,0,2004,0,47.7136,-122.03,1900,5850,2015,117,27
235000.0,4,2.75,1770,10184,1.0,0,0,3,8,1250,520,1979,0,47.3074,-122.385,2070,8320,2014,308,4
272000.0,3,2.5,1790,6371,2.0,0,0,3,8,1790,0,1998,0,47.3291,-122.168,1850,6371,2014,204,23
380000.0,4,1.75,1720,9600,1.0,0,0,4,8,1720,0,1969,0,47.4764,-122.155,1660,10720,2015,118,28
195000.0,3,1.0,1280,6967,1.5,0,0,3,7,1280,0,1949,0,47.7512,-122.329,1280,7245,2015,116,26
297000.0,3,2.5,1690,4988,2.0,0,0,3,7,1690,0,2002,0,47.3561,-122.015,1830,4733,2014,287,14
349000.0,4,2.5,2190,7294,2.0,0,0,3,8,2190,0,2003,0,47.2923,-122.357,2240,7379,2015,105,15
320000.0,2,1.0,710,5200,1.0,0,2,4,6,710,0,1942,0,47.5376,-122.371,1610,5200,2014,272,29
319990.0,4,1.5,1890,10707,1.0,0,0,3,7,1890,0,1962,0,47.428,-122.326,1610,8827,2014,206,25
439900.0,2,2.0,1410,12282,1.5,0,0,5,8,1410,0,1909,1988,47.5242,-121.926,1410,8931,2014,153,2
429000.0,3,3.25,2210,3600,2.0,0,0,3,8,1820,390,1995,0,47.7031,-122.279,2010,6690,2014,223,11
272500.0,3,2.0,1540,6250,1.0,0,0,3,7,1540,0,1998,0,47.3539,-122.025,2070,6250,2014,211,30
400000.0,4,2.0,1350,7255,1.0,0,0,4,7,1350,0,1959,0,47.7287,-122.31,1050,7288,2014,259,16
462000.0,5,2.0,1380,4300,1.5,0,0,3,7,1380,0,1916,0,47.6647,-122.337,1830,3800,2015,92,2
510000.0,2,1.0,890,6095,1.0,0,0,3,7,890,0,1947,0,47.6823,-122.298,1450,5985,2015,69,10
550000.0,3,2.5,1900,3255,2.0,0,0,3,8,1900,0,1988,2000,47.6075,-122.147,1880,3350,2014,174,23
150000.0,3,1.0,1240,5200,1.0,0,0,3,6,1240,0,1969,0,47.3701,-122.079,870,5200,2015,115,25
460000.0,3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1969,0,47.7187,-122.219,1870,7400,2014,177,26
632500.0,4,2.5,2090,10306,2.0,0,0,3,10,2090,0,1986,0,47.6304,-122.051,2660,11481,2014,171,20
361000.0,3,1.75,1650,11220,1.0,0,0,4,7,1650,0,1969,0,47.7567,-122.071,1340,10129,2014,268,25
437000.0,3,2.25,1130,1221,2.0,0,0,3,8,1030,100,2004,0,47.6799,-122.375,1300,5000,2014,213,1
370000.0,6,2.75,3240,5750,1.0,0,0,4,6,2160,1080,1950,0,47.3054,-122.221,1230,5750,2015,125,5
884250.0,4,2.5,3840,12151,2.0,0,0,3,10,3840,0,1998,0,47.5953,-121.986,3560,11044,2015,107,17
225000.0,3,1.0,1200,9936,1.0,0,0,4,6,1200,0,1969,0,47.3609,-122.029,1200,10189,2014,154,3
235000.0,2,1.0,870,5000,1.0,0,0,3,6,870,0,1949,0,47.5186,-122.375,820,5000,2014,217,5
767500.0,6,3.5,2410,6000,2.0,0,4,3,9,2220,190,1916,1990,47.54,-122.382,1980,6000,2014,201,20
1200000.0,3,1.75,1560,8078,1.5,1,4,4,6,1560,0,1928,0,47.5779,-122.246,2890,16710,2014,132,12
715000.0,3,2.5,2410,46609,2.0,0,0,3,9,2410,0,1989,0,47.6789,-122.048,3370,40072,2014,349,15
417000.0,4,2.25,2300,7700,1.0,0,0,3,7,1380,920,1959,0,47.7137,-122.322,2010,8820,2014,178,27
199000.0,3,1.0,1390,12145,1.0,0,0,4,7,1390,0,1964,0,47.4225,-122.15,1030,10800,2014,199,18
875000.0,5,2.5,2920,5568,2.0,0,0,3,8,2320,600,1906,0,47.6265,-122.312,2970,5568,2014,156,5
545000.0,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,47.6849,-122.363,2030,3708,2014,314,10
192500.0,2,1.0,950,7692,1.0,0,0,3,6,950,0,1926,0,47.4909,-122.298,1820,8221,2014,140,20
822500.0,3,2.5,3090,7708,2.0,0,0,3,10,3090,0,1999,0,47.6868,-122.108,3140,8592,2015,41,10
800000.0,4,2.5,2390,10000,1.0,0,0,3,9,1590,800,1975,0,47.5801,-122.229,1900,9752,2014,342,8
1250000.0,3,2.5,2070,4944,2.0,0,0,3,9,2070,0,1930,0,47.6256,-122.284,3300,6179,2014,349,15
3850000.0,4,4.25,5770,21300,2.0,1,4,4,11,5770,0,1980,0,47.585,-122.222,4620,22748,2014,318,14
295000.0,3,2.5,1460,7936,2.0,0,0,3,7,1460,0,1995,0,47.3673,-122.017,1830,7936,2014,274,1
419000.0,2,1.75,1510,4980,1.0,0,0,3,8,1510,0,2006,0,47.7191,-122.023,1350,4157,2014,181,30
1195000.0,5,3.25,5180,19606,1.0,0,0,3,11,2610,2570,1993,0,47.555,-122.114,4050,15296,2014,253,10
750000.0,4,2.75,3430,13907,2.0,0,0,3,11,3430,0,1995,0,47.5879,-121.993,3250,13851,2014,356,22
502000.0,4,1.5,1700,8400,1.0,0,0,3,7,1700,0,1953,0,47.7677,-122.359,1750,8475,2015,118,28
1025000.0,3,1.75,2640,8000,1.0,0,3,4,9,1320,1320,1960,0,47.5826,-122.246,2740,6000,2014,155,4
398500.0,3,1.0,1200,15960,1.5,0,0,3,6,1200,0,1945,0,47.7163,-122.299,1120,7800,2015,72,13
700000.0,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,47.5742,-122.379,1850,4950,2015,104,14
248000.0,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,47.4852,-122.305,1480,9078,2014,162,11
800000.0,4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1922,0,47.6545,-122.333,1990,3990,2014,238,26
383000.0,4,2.5,2640,8055,2.0,0,0,3,9,2640,0,2004,0,47.315,-122.193,1650,8055,2015,21,21
688000.0,4,3.0,3000,4000,1.5,0,3,3,8,1970,1030,1913,2014,47.5744,-122.307,1900,4000,2014,147,27
521000.0,3,2.0,1870,5455,1.0,0,0,5,7,1060,810,1926,0,47.7029,-122.297,1870,7435,2014,281,8
365000.0,2,1.0,990,9223,1.0,0,0,3,7,990,0,1949,0,47.72,-122.32,1230,7244,2014,309,5
491000.0,3,2.0,2005,7000,1.0,0,0,3,7,1605,400,1980,0,47.6039,-122.298,1750,4500,2014,280,7
643000.0,3,2.75,2030,7700,1.0,0,0,5,8,1400,630,1965,0,47.626,-122.112,1780,8160,2014,326,22
279000.0,3,2.5,1500,7350,1.0,0,0,2,7,1060,440,1979,0,47.3025,-122.382,1390,7770,2015,33,2
583500.0,4,1.0,1530,3900,1.5,0,0,4,7,1530,0,1908,0,47.6748,-122.379,1300,3900,2015,33,2
310000.0,3,2.5,1990,3600,2.0,0,0,3,7,1990,0,2004,0,47.3841,-122.041,1790,3600,2014,204,23
310000.0,3,1.75,1420,7650,1.0,0,0,4,7,1100,320,1984,0,47.4892,-122.182,1810,7650,2014,161,10
280000.0,3,1.0,1400,13975,1.0,0,0,4,6,1400,0,1956,0,47.4195,-122.33,1260,7500,2015,82,23
272000.0,4,2.5,1870,5692,2.0,0,0,3,7,1870,0,2004,0,47.4334,-122.148,2390,5293,2014,321,17
870000.0,4,3.0,3040,36246,1.5,0,0,3,9,2680,360,1923,2014,47.6093,-122.07,3520,13178,2014,188,7
307000.0,3,2.0,1790,7259,1.0,0,0,3,7,1390,400,1980,0,47.4643,-122.171,1790,7700,2014,322,18
490000.0,2,1.5,1590,4500,1.0,0,0,4,7,920,670,1946,0,47.5831,-122.392,1900,4450,2014,198,17
399950.0,3,2.0,2050,9396,1.0,0,0,5,7,1170,880,1960,0,47.7447,-122.328,1680,9391,2014,281,8
1635000.0,5,3.5,4220,26784,1.0,0,0,3,10,2110,2110,1958,2006,47.6003,-122.206,3450,33945,2014,160,9
989000.0,5,4.5,4030,13474,2.0,0,0,3,11,4030,0,2000,0,47.5812,-121.995,3860,12438,2014,190,9
264950.0,4,1.75,1770,9011,1.0,0,0,5,7,1050,720,1983,0,47.3646,-122.076,1410,8530,2014,169,18
491500.0,4,2.75,2100,7236,1.0,0,0,3,8,1400,700,1979,0,47.7267,-122.232,1900,7519,2014,206,25
345000.0,3,2.25,2120,15003,2.0,0,0,3,7,2120,0,1984,0,47.4745,-122.12,2070,15203,2014,134,14
339900.0,4,1.75,2600,18042,1.0,0,0,4,8,2020,580,1969,0,47.2969,-122.189,2200,9408,2015,19,19
852000.0,3,3.0,2400,4000,2.0,0,0,3,7,1860,540,1905,0,47.6288,-122.321,1750,3940,2015,117,27
585000.0,5,3.5,3180,40946,1.0,0,3,3,7,1690,1490,1968,0,47.5833,-122.073,2430,29620,2014,356,22
723000.0,4,2.0,2790,8793,1.0,0,0,4,8,1640,1150,1977,0,47.5509,-122.16,2400,9286,2015,42,11
